a : 434.0000, 0 -> 4
b : 432.0000, 0 -> 5
a : -855.0000, 1 -> 3
b : 694.0000, 1 -> 4
a : 463.0000, 2 -> 4
b : 303.0000, 2 -> 1
a : -670.0000, 3 -> 6
b : -823.0000, 3 -> 3
a : -157.0000, 4 -> 4
b : -572.0000, 4 -> 1
a : 808.0000, 5 -> 5
b : -821.0000, 5 -> 2
a : 686.0000, 6 -> 2
b : -457.0000, 6 -> 4
a : -741.0000, 7 -> 4
b : 292.0000, 7 -> 0
b : 550.0000, 0 -> 4
b : 101.0000, 1 -> 1
a : -228.0000, 2 -> 5
b : -743.0000, 3 -> 4
b : 801.0000, 4 -> 3
b : -362.0000, 5 -> 4
a : -986.0000, 6 -> 6
a : 865.0000, 7 -> 7
a : -354.0000, 5 -> 7
