a : -636.0000, 0 -> 2
b : 5.0000, 0 -> 7
a : 573.0000, 1 -> 4
b : 122.0000, 1 -> 4
a : -490.0000, 2 -> 7
b : -403.0000, 2 -> 4
a : -536.0000, 3 -> 6
b : -902.0000, 3 -> 0
a : 887.0000, 4 -> 5
b : -897.0000, 4 -> 6
a : -78.0000, 5 -> 1
b : 894.0000, 5 -> 2
a : -295.0000, 6 -> 4
b : -151.0000, 6 -> 6
a : -347.0000, 7 -> 0
b : -773.0000, 7 -> 4
b : -636.0000, 0 -> 0
a : -110.0000, 1 -> 7
a : -267.0000, 2 -> 5
a : 177.0000, 3 -> 4
b : 110.0000, 4 -> 7
a : -300.0000, 5 -> 3
a : -767.0000, 6 -> 1
b : -292.0000, 7 -> 1
