a : -672.0000, 0 -> 3
b : -162.0000, 0 -> 0
c : 471.0000, 0 -> 2
d : 464.0000, 0 -> 2
a : -585.0000, 1 -> 0
b : -947.0000, 1 -> 2
c : -103.0000, 1 -> 1
d : -396.0000, 1 -> 3
a : 666.0000, 2 -> 1
b : 761.0000, 2 -> 2
c : -241.0000, 2 -> 1
d : 732.0000, 2 -> 3
a : 867.0000, 3 -> 0
b : 528.0000, 3 -> 2
c : -852.0000, 3 -> 0
d : 274.0000, 3 -> 1
d : 965.0000, 0 -> 0
d : 449.0000, 0 -> 3
a : -898.0000, 1 -> 1
c : 755.0000, 1 -> 2
d : 639.0000, 2 -> 1
a : 616.0000, 2 -> 3
b : 409.0000, 3 -> 1
a : -207.0000, 3 -> 1
