a : 957.0000, 0 -> 5
b : 564.0000, 0 -> 7
a : 382.0000, 1 -> 5
b : -745.0000, 1 -> 0
a : -248.0000, 2 -> 2
b : -8.0000, 2 -> 5
a : -741.0000, 3 -> 1
b : 116.0000, 3 -> 1
a : -671.0000, 4 -> 4
b : 567.0000, 4 -> 3
a : -577.0000, 5 -> 1
b : 846.0000, 5 -> 6
a : 858.0000, 6 -> 4
b : 746.0000, 6 -> 2
a : 193.0000, 7 -> 7
b : 304.0000, 7 -> 7
a : 877.0000, 0 -> 1
b : -308.0000, 1 -> 1
a : -12.0000, 2 -> 1
b : 729.0000, 3 -> 0
a : 843.0000, 4 -> 3
a : -891.0000, 5 -> 7
b : 478.0000, 6 -> 7
a : 489.0000, 7 -> 0
