a : 972.0000, 0 -> 1
b : -447.0000, 0 -> 0
c : -797.0000, 0 -> 2
d : 932.0000, 0 -> 1
a : -826.0000, 1 -> 0
b : -646.0000, 1 -> 1
c : -196.0000, 1 -> 2
d : 215.0000, 1 -> 1
a : -159.0000, 2 -> 2
b : 134.0000, 2 -> 0
c : -236.0000, 2 -> 0
d : 655.0000, 2 -> 1
a : 154.0000, 3 -> 0
b : 991.0000, 3 -> 2
c : 158.0000, 3 -> 3
d : -353.0000, 3 -> 0
a : 294.0000, 0 -> 2
d : 808.0000, 0 -> 3
c : 529.0000, 1 -> 1
b : 828.0000, 1 -> 3
d : 360.0000, 2 -> 0
d : 784.0000, 2 -> 2
d : 506.0000, 3 -> 1
a : 271.0000, 3 -> 2
