a : -278.0000, 0 -> 3
b : 594.0000, 0 -> 5
c : -430.0000, 0 -> 3
d : 305.0000, 0 -> 3
a : 364.0000, 1 -> 6
b : -104.0000, 1 -> 3
c : 737.0000, 1 -> 1
d : -520.0000, 1 -> 7
a : 335.0000, 2 -> 4
b : -354.0000, 2 -> 0
c : -786.0000, 2 -> 4
d : -929.0000, 2 -> 7
a : -348.0000, 3 -> 7
b : -213.0000, 3 -> 1
c : -697.0000, 3 -> 6
d : -330.0000, 3 -> 7
a : -139.0000, 4 -> 2
b : -208.0000, 4 -> 5
c : 282.0000, 4 -> 2
d : 331.0000, 4 -> 0
a : -220.0000, 5 -> 6
b : -559.0000, 5 -> 5
c : 255.0000, 5 -> 3
d : -619.0000, 5 -> 2
a : -413.0000, 6 -> 6
b : 584.0000, 6 -> 4
c : -442.0000, 6 -> 1
d : -132.0000, 6 -> 3
a : 201.0000, 7 -> 3
b : 750.0000, 7 -> 5
c : 911.0000, 7 -> 1
d : -818.0000, 7 -> 7
c : -222.0000, 0 -> 5
d : -694.0000, 0 -> 7
a : 995.0000, 1 -> 1
c : 436.0000, 1 -> 7
a : 3.0000, 2 -> 3
c : 450.0000, 2 -> 1
d : -477.0000, 3 -> 2
a : 462.0000, 3 -> 5
a : 217.0000, 4 -> 5
b : 742.0000, 4 -> 4
d : -236.0000, 5 -> 3
c : 298.0000, 5 -> 0
b : 753.0000, 6 -> 3
d : 712.0000, 6 -> 6
d : -897.0000, 7 -> 2
b : 21.0000, 7 -> 3
