a : 772.0000, 0 -> 1
b : -229.0000, 0 -> 1
c : -211.0000, 0 -> 0
d : -244.0000, 0 -> 3
a : -105.0000, 1 -> 1
b : 747.0000, 1 -> 3
c : -313.0000, 1 -> 3
d : 477.0000, 1 -> 3
a : -631.0000, 2 -> 3
b : 261.0000, 2 -> 2
c : 9.0000, 2 -> 1
d : 622.0000, 2 -> 1
a : -226.0000, 3 -> 3
b : 614.0000, 3 -> 3
c : 604.0000, 3 -> 0
d : 119.0000, 3 -> 1
b : -559.0000, 0 -> 3
a : -299.0000, 0 -> 2
d : -135.0000, 1 -> 0
c : 396.0000, 1 -> 1
d : -52.0000, 2 -> 3
d : 545.0000, 2 -> 2
a : 962.0000, 3 -> 2
b : 261.0000, 3 -> 1
