a : 309.0000, 0 -> 6
b : 996.0000, 0 -> 5
c : 414.0000, 0 -> 4
d : 320.0000, 0 -> 4
a : -28.0000, 1 -> 6
b : -552.0000, 1 -> 3
c : -559.0000, 1 -> 6
d : -631.0000, 1 -> 4
a : 50.0000, 2 -> 5
b : -79.0000, 2 -> 1
c : 781.0000, 2 -> 6
d : -360.0000, 2 -> 0
a : 44.0000, 3 -> 2
b : 76.0000, 3 -> 5
c : 821.0000, 3 -> 4
d : 822.0000, 3 -> 6
a : -271.0000, 4 -> 7
b : -33.0000, 4 -> 7
c : 890.0000, 4 -> 2
d : -525.0000, 4 -> 5
a : -273.0000, 5 -> 5
b : 827.0000, 5 -> 5
c : -197.0000, 5 -> 0
d : -338.0000, 5 -> 2
a : 391.0000, 6 -> 2
b : 720.0000, 6 -> 7
c : -174.0000, 6 -> 0
d : -653.0000, 6 -> 4
a : 587.0000, 7 -> 7
b : -822.0000, 7 -> 7
c : 846.0000, 7 -> 1
d : 107.0000, 7 -> 5
d : -637.0000, 0 -> 3
d : 59.0000, 0 -> 0
c : -153.0000, 1 -> 2
c : -272.0000, 1 -> 1
b : -109.0000, 2 -> 5
a : -857.0000, 2 -> 4
a : 838.0000, 3 -> 6
a : -295.0000, 3 -> 5
c : 624.0000, 4 -> 3
c : 484.0000, 4 -> 1
a : -182.0000, 5 -> 0
c : 732.0000, 5 -> 6
b : 104.0000, 6 -> 6
b : -713.0000, 6 -> 3
d : -539.0000, 7 -> 6
d : 786.0000, 7 -> 0
