a : 958.0000, 0 -> 0
b : -532.0000, 0 -> 0
c : -854.0000, 0 -> 0
d : 825.0000, 0 -> 0
a : 209.0000, 1 -> 0
b : 481.0000, 1 -> 1
c : -991.0000, 1 -> 1
d : 111.0000, 1 -> 0
a : 824.0000, 2 -> 0
b : 932.0000, 2 -> 1
c : 438.0000, 2 -> 2
d : -444.0000, 2 -> 0
a : 143.0000, 3 -> 0
b : -277.0000, 3 -> 2
c : -503.0000, 3 -> 1
d : -638.0000, 3 -> 0
b : -308.0000, 0 -> 1
a : 252.0000, 0 -> 2
a : -698.0000, 1 -> 3
b : -521.0000, 1 -> 0
a : -475.0000, 2 -> 1
d : 989.0000, 2 -> 3
b : -911.0000, 3 -> 0
d : -245.0000, 3 -> 3
