a : -633.0000, 0 -> 1
b : -955.0000, 0 -> 6
c : 722.0000, 0 -> 4
d : -551.0000, 0 -> 3
a : 233.0000, 1 -> 6
b : -185.0000, 1 -> 1
c : -535.0000, 1 -> 5
d : 578.0000, 1 -> 2
a : 385.0000, 2 -> 3
b : 842.0000, 2 -> 0
c : -244.0000, 2 -> 3
d : -161.0000, 2 -> 7
a : -71.0000, 3 -> 7
b : 944.0000, 3 -> 7
c : -206.0000, 3 -> 6
d : 63.0000, 3 -> 6
a : -869.0000, 4 -> 1
b : 971.0000, 4 -> 2
c : -710.0000, 4 -> 3
d : 476.0000, 4 -> 6
a : 208.0000, 5 -> 2
b : -503.0000, 5 -> 0
c : -719.0000, 5 -> 4
d : 128.0000, 5 -> 4
a : -958.0000, 6 -> 5
b : 392.0000, 6 -> 5
c : -429.0000, 6 -> 1
d : -445.0000, 6 -> 0
a : 386.0000, 7 -> 6
b : -298.0000, 7 -> 7
c : -804.0000, 7 -> 0
d : 309.0000, 7 -> 3
d : -936.0000, 0 -> 7
c : -26.0000, 0 -> 2
a : 2.0000, 1 -> 3
c : 961.0000, 1 -> 3
d : 689.0000, 2 -> 1
c : 1000.0000, 2 -> 5
b : 55.0000, 3 -> 1
c : 99.0000, 3 -> 5
c : 558.0000, 4 -> 0
a : -75.0000, 4 -> 4
d : 804.0000, 5 -> 5
c : -857.0000, 5 -> 6
a : -76.0000, 6 -> 7
a : 342.0000, 6 -> 4
a : 722.0000, 7 -> 1
c : -863.0000, 7 -> 6
