a : -365.0000, 0 -> 3
b : 128.0000, 0 -> 2
c : 41.0000, 0 -> 4
d : -916.0000, 0 -> 6
a : 648.0000, 1 -> 6
b : 740.0000, 1 -> 0
c : 29.0000, 1 -> 2
d : 106.0000, 1 -> 5
a : -236.0000, 2 -> 0
b : -906.0000, 2 -> 7
c : 702.0000, 2 -> 5
d : -691.0000, 2 -> 3
a : 70.0000, 3 -> 5
b : 685.0000, 3 -> 5
c : 597.0000, 3 -> 7
d : 723.0000, 3 -> 7
a : 82.0000, 4 -> 6
b : -340.0000, 4 -> 3
c : 257.0000, 4 -> 5
d : 691.0000, 4 -> 7
a : 496.0000, 5 -> 7
b : -589.0000, 5 -> 4
c : -316.0000, 5 -> 3
d : 210.0000, 5 -> 2
a : 510.0000, 6 -> 3
b : -509.0000, 6 -> 1
c : -488.0000, 6 -> 5
d : -62.0000, 6 -> 3
a : -924.0000, 7 -> 4
b : 175.0000, 7 -> 5
c : -727.0000, 7 -> 4
d : 103.0000, 7 -> 4
c : 452.0000, 0 -> 7
b : 453.0000, 0 -> 4
d : -773.0000, 1 -> 2
a : -506.0000, 1 -> 4
d : -774.0000, 2 -> 1
d : 675.0000, 2 -> 7
c : 374.0000, 3 -> 2
d : -259.0000, 3 -> 0
d : 758.0000, 4 -> 3
a : -915.0000, 4 -> 5
b : 340.0000, 5 -> 2
c : 946.0000, 5 -> 7
a : 377.0000, 6 -> 6
a : -711.0000, 6 -> 7
b : -856.0000, 7 -> 0
c : 762.0000, 7 -> 5
