a : 215.0000, 0 -> 0
b : -663.0000, 0 -> 1
c : -817.0000, 0 -> 2
d : 400.0000, 0 -> 0
a : -588.0000, 1 -> 2
b : 760.0000, 1 -> 2
c : -156.0000, 1 -> 1
d : 184.0000, 1 -> 1
a : -252.0000, 2 -> 3
b : -556.0000, 2 -> 2
c : 666.0000, 2 -> 3
d : -363.0000, 2 -> 3
a : 888.0000, 3 -> 3
b : 344.0000, 3 -> 0
c : -531.0000, 3 -> 1
d : 35.0000, 3 -> 3
b : 300.0000, 0 -> 3
a : 844.0000, 0 -> 2
c : 344.0000, 1 -> 2
b : 80.0000, 1 -> 0
a : 535.0000, 2 -> 1
b : 182.0000, 2 -> 3
b : -567.0000, 3 -> 1
c : 372.0000, 3 -> 2
