a : 963.0000, 0 -> 3
b : -761.0000, 0 -> 2
c : 546.0000, 0 -> 0
d : -130.0000, 0 -> 3
a : 465.0000, 1 -> 0
b : 29.0000, 1 -> 3
c : 773.0000, 1 -> 2
d : -491.0000, 1 -> 1
a : -643.0000, 2 -> 1
b : 743.0000, 2 -> 0
c : 134.0000, 2 -> 0
d : 968.0000, 2 -> 1
a : -877.0000, 3 -> 2
b : 578.0000, 3 -> 3
c : -291.0000, 3 -> 2
d : -556.0000, 3 -> 0
d : -622.0000, 0 -> 0
d : -267.0000, 0 -> 1
c : 513.0000, 1 -> 3
c : -495.0000, 1 -> 1
a : -104.0000, 2 -> 2
d : 948.0000, 2 -> 3
c : 571.0000, 3 -> 0
b : 827.0000, 3 -> 1
