a : -540.0000, 0 -> 3
b : 113.0000, 0 -> 1
c : 791.0000, 0 -> 1
d : 821.0000, 0 -> 0
a : -129.0000, 1 -> 3
b : 547.0000, 1 -> 3
c : -137.0000, 1 -> 1
d : -806.0000, 1 -> 3
a : 68.0000, 2 -> 2
b : 339.0000, 2 -> 3
c : -955.0000, 2 -> 1
d : 663.0000, 2 -> 2
a : -499.0000, 3 -> 1
b : 294.0000, 3 -> 3
c : -25.0000, 3 -> 1
d : 952.0000, 3 -> 3
b : -480.0000, 0 -> 0
d : 222.0000, 0 -> 1
d : -840.0000, 1 -> 0
c : -196.0000, 1 -> 0
a : 807.0000, 2 -> 1
c : 162.0000, 2 -> 0
a : 518.0000, 3 -> 3
b : -33.0000, 3 -> 0
d : -546.0000, 1 -> 2
