a : 172.0000, 0 -> 1
b : -696.0000, 0 -> 1
c : -517.0000, 0 -> 6
d : 7.0000, 0 -> 6
a : 905.0000, 1 -> 2
b : -294.0000, 1 -> 1
c : -481.0000, 1 -> 7
d : 402.0000, 1 -> 6
a : -807.0000, 2 -> 1
b : -564.0000, 2 -> 0
c : -851.0000, 2 -> 5
d : -798.0000, 2 -> 4
a : -452.0000, 3 -> 4
b : 687.0000, 3 -> 6
c : 20.0000, 3 -> 7
d : -66.0000, 3 -> 5
a : -749.0000, 4 -> 6
b : -137.0000, 4 -> 6
c : -298.0000, 4 -> 6
d : -198.0000, 4 -> 7
a : -274.0000, 5 -> 4
b : -342.0000, 5 -> 1
c : 290.0000, 5 -> 7
d : -937.0000, 5 -> 3
a : -389.0000, 6 -> 3
b : 635.0000, 6 -> 2
c : -673.0000, 6 -> 4
d : -116.0000, 6 -> 1
a : -823.0000, 7 -> 0
b : -718.0000, 7 -> 6
c : -746.0000, 7 -> 1
d : 15.0000, 7 -> 4
a : -147.0000, 0 -> 4
c : 2.0000, 0 -> 3
d : 671.0000, 1 -> 5
c : -242.0000, 1 -> 0
a : 464.0000, 2 -> 7
d : 226.0000, 2 -> 1
c : -976.0000, 3 -> 5
b : -668.0000, 3 -> 1
a : 328.0000, 4 -> 4
c : 365.0000, 4 -> 7
d : 516.0000, 5 -> 5
a : -893.0000, 5 -> 6
d : 838.0000, 6 -> 5
a : -864.0000, 6 -> 6
d : 226.0000, 7 -> 5
c : -945.0000, 7 -> 2
