a : 845.0000, 0 -> 1
b : 56.0000, 0 -> 4
a : -878.0000, 1 -> 2
b : -515.0000, 1 -> 7
a : -627.0000, 2 -> 4
b : 392.0000, 2 -> 6
a : 419.0000, 3 -> 3
b : 456.0000, 3 -> 1
a : -596.0000, 4 -> 6
b : 267.0000, 4 -> 0
a : -855.0000, 5 -> 1
b : -519.0000, 5 -> 5
a : 744.0000, 6 -> 2
b : 410.0000, 6 -> 1
a : -930.0000, 7 -> 4
b : 751.0000, 7 -> 5
a : 4.0000, 0 -> 5
a : 655.0000, 1 -> 4
b : -393.0000, 2 -> 3
a : -46.0000, 3 -> 7
b : -32.0000, 4 -> 2
a : -651.0000, 5 -> 3
b : -573.0000, 6 -> 6
a : 873.0000, 7 -> 6
