a : -691.0000, 0 -> 2
b : 156.0000, 0 -> 2
c : -682.0000, 0 -> 3
d : -819.0000, 0 -> 0
a : -442.0000, 1 -> 1
b : -983.0000, 1 -> 1
c : 360.0000, 1 -> 3
d : 726.0000, 1 -> 2
a : 415.0000, 2 -> 0
b : -803.0000, 2 -> 0
c : 101.0000, 2 -> 2
d : 640.0000, 2 -> 3
a : -50.0000, 3 -> 1
b : 148.0000, 3 -> 3
c : -586.0000, 3 -> 0
d : 110.0000, 3 -> 2
d : -978.0000, 0 -> 1
b : 928.0000, 0 -> 1
b : 934.0000, 1 -> 3
d : 832.0000, 1 -> 1
a : 139.0000, 2 -> 1
d : 985.0000, 2 -> 2
d : -344.0000, 3 -> 1
a : -24.0000, 3 -> 0
