a : 757.0000, 0 -> 0
b : -55.0000, 0 -> 3
c : 49.0000, 0 -> 1
d : 602.0000, 0 -> 3
a : -419.0000, 1 -> 3
b : 268.0000, 1 -> 0
c : 437.0000, 1 -> 0
d : 640.0000, 1 -> 3
a : 211.0000, 2 -> 2
b : 701.0000, 2 -> 2
c : -134.0000, 2 -> 2
d : -714.0000, 2 -> 0
a : -275.0000, 3 -> 3
b : 637.0000, 3 -> 3
c : -57.0000, 3 -> 2
d : 376.0000, 3 -> 0
a : -909.0000, 0 -> 3
d : -876.0000, 0 -> 1
d : -880.0000, 1 -> 2
c : -420.0000, 1 -> 2
c : -4.0000, 2 -> 1
d : 176.0000, 2 -> 2
c : -742.0000, 3 -> 0
b : 976.0000, 3 -> 0
