a : -613.0000, 0 -> 2
b : -711.0000, 0 -> 3
a : -546.0000, 1 -> 1
b : 635.0000, 1 -> 5
a : -656.0000, 2 -> 1
b : -247.0000, 2 -> 5
a : 116.0000, 3 -> 4
b : 146.0000, 3 -> 2
a : 75.0000, 4 -> 6
b : -418.0000, 4 -> 0
a : 650.0000, 5 -> 7
b : -362.0000, 5 -> 4
a : 631.0000, 6 -> 4
b : 922.0000, 6 -> 5
a : 380.0000, 7 -> 5
b : 312.0000, 7 -> 5
a : -809.0000, 0 -> 7
b : -106.0000, 1 -> 3
b : -689.0000, 2 -> 2
a : -635.0000, 3 -> 6
b : -365.0000, 4 -> 2
b : 305.0000, 5 -> 6
b : -481.0000, 6 -> 3
b : 905.0000, 7 -> 6
