a : -370.0000, 0 -> 0
b : 602.0000, 0 -> 1
c : -677.0000, 0 -> 1
d : -446.0000, 0 -> 0
a : -97.0000, 1 -> 0
b : -831.0000, 1 -> 0
c : -895.0000, 1 -> 3
d : 227.0000, 1 -> 1
a : 798.0000, 2 -> 1
b : -12.0000, 2 -> 0
c : -978.0000, 2 -> 2
d : 13.0000, 2 -> 2
a : -95.0000, 3 -> 0
b : -283.0000, 3 -> 1
c : -669.0000, 3 -> 1
d : -395.0000, 3 -> 1
d : -594.0000, 0 -> 1
c : 621.0000, 0 -> 2
c : -271.0000, 1 -> 2
c : -447.0000, 1 -> 1
a : -996.0000, 2 -> 0
c : 397.0000, 2 -> 1
b : -529.0000, 3 -> 2
a : 74.0000, 3 -> 1
