a : -207.0000, 0 -> 2
b : -551.0000, 0 -> 0
c : 328.0000, 0 -> 0
d : -555.0000, 0 -> 0
a : 524.0000, 1 -> 1
b : 601.0000, 1 -> 1
c : -432.0000, 1 -> 1
d : 972.0000, 1 -> 1
a : 187.0000, 2 -> 2
b : 258.0000, 2 -> 0
c : 705.0000, 2 -> 3
d : -491.0000, 2 -> 1
a : 328.0000, 3 -> 3
b : -389.0000, 3 -> 2
c : 948.0000, 3 -> 1
d : -807.0000, 3 -> 0
c : -972.0000, 0 -> 1
a : -292.0000, 0 -> 1
a : -286.0000, 1 -> 2
b : 572.0000, 1 -> 0
b : -397.0000, 2 -> 1
c : -580.0000, 2 -> 1
d : -610.0000, 3 -> 2
b : -913.0000, 3 -> 0
