a : -126.0000, 0 -> 3
b : -547.0000, 0 -> 1
c : -84.0000, 0 -> 2
d : 864.0000, 0 -> 3
a : -993.0000, 1 -> 1
b : -661.0000, 1 -> 0
c : 10.0000, 1 -> 3
d : 555.0000, 1 -> 3
a : -760.0000, 2 -> 3
b : -814.0000, 2 -> 3
c : -414.0000, 2 -> 0
d : -783.0000, 2 -> 0
a : -512.0000, 3 -> 0
b : 136.0000, 3 -> 2
c : 408.0000, 3 -> 3
d : 512.0000, 3 -> 3
a : 836.0000, 0 -> 1
a : 80.0000, 0 -> 2
b : -281.0000, 1 -> 2
c : -231.0000, 1 -> 2
a : 550.0000, 2 -> 0
d : 949.0000, 2 -> 3
c : -395.0000, 3 -> 0
c : 705.0000, 3 -> 1
