a : -574.0000, 0 -> 6
b : 667.0000, 0 -> 5
c : 130.0000, 0 -> 1
d : 343.0000, 0 -> 1
a : 231.0000, 1 -> 2
b : -925.0000, 1 -> 4
c : -425.0000, 1 -> 4
d : -380.0000, 1 -> 7
a : 687.0000, 2 -> 0
b : 461.0000, 2 -> 7
c : -728.0000, 2 -> 5
d : 739.0000, 2 -> 0
a : -866.0000, 3 -> 0
b : 778.0000, 3 -> 2
c : -235.0000, 3 -> 2
d : 304.0000, 3 -> 1
a : 902.0000, 4 -> 1
b : 244.0000, 4 -> 6
c : 919.0000, 4 -> 6
d : -302.0000, 4 -> 2
a : -955.0000, 5 -> 4
b : -271.0000, 5 -> 7
c : 379.0000, 5 -> 0
d : -74.0000, 5 -> 3
a : 193.0000, 6 -> 4
b : 353.0000, 6 -> 5
c : 562.0000, 6 -> 0
d : -820.0000, 6 -> 1
a : 744.0000, 7 -> 0
b : 23.0000, 7 -> 7
c : 106.0000, 7 -> 3
d : -93.0000, 7 -> 2
b : -945.0000, 0 -> 3
d : -814.0000, 0 -> 6
a : -282.0000, 1 -> 0
c : -533.0000, 1 -> 1
d : 284.0000, 2 -> 1
b : -755.0000, 2 -> 2
d : 58.0000, 3 -> 6
a : 324.0000, 3 -> 4
c : -563.0000, 4 -> 1
d : 105.0000, 4 -> 1
b : -244.0000, 5 -> 0
c : 810.0000, 5 -> 5
a : -484.0000, 6 -> 5
b : -260.0000, 6 -> 1
d : -709.0000, 7 -> 7
a : 311.0000, 7 -> 3
