a : 427.0000, 0 -> 6
b : 803.0000, 0 -> 7
a : 710.0000, 1 -> 2
b : 611.0000, 1 -> 0
a : 635.0000, 2 -> 3
b : -494.0000, 2 -> 4
a : 187.0000, 3 -> 7
b : -617.0000, 3 -> 6
a : 129.0000, 4 -> 0
b : -279.0000, 4 -> 6
a : -452.0000, 5 -> 2
b : 206.0000, 5 -> 3
a : 732.0000, 6 -> 6
b : -962.0000, 6 -> 7
a : -169.0000, 7 -> 2
b : 546.0000, 7 -> 1
b : -838.0000, 0 -> 0
b : 501.0000, 1 -> 4
a : 40.0000, 2 -> 2
a : -402.0000, 3 -> 2
b : 608.0000, 4 -> 3
b : 395.0000, 5 -> 2
a : 877.0000, 6 -> 4
b : 833.0000, 7 -> 3
a : -628.0000, 4 -> 5
