a : -294.0000, 0 -> 3
b : -726.0000, 0 -> 2
a : 917.0000, 1 -> 6
b : 719.0000, 1 -> 7
a : -129.0000, 2 -> 5
b : 611.0000, 2 -> 5
a : 656.0000, 3 -> 2
b : 130.0000, 3 -> 1
a : 280.0000, 4 -> 5
b : -361.0000, 4 -> 7
a : 666.0000, 5 -> 6
b : 740.0000, 5 -> 3
a : -510.0000, 6 -> 5
b : 413.0000, 6 -> 4
a : 328.0000, 7 -> 0
b : -533.0000, 7 -> 5
a : 930.0000, 0 -> 4
a : -462.0000, 1 -> 0
b : -861.0000, 2 -> 3
b : 260.0000, 3 -> 2
b : 956.0000, 4 -> 4
a : -649.0000, 5 -> 7
b : 447.0000, 6 -> 2
a : 844.0000, 7 -> 2
