a : -393.0000, 0 -> 6
b : -549.0000, 0 -> 1
c : -694.0000, 0 -> 5
d : -548.0000, 0 -> 3
a : -859.0000, 1 -> 5
b : -540.0000, 1 -> 0
c : 366.0000, 1 -> 1
d : 843.0000, 1 -> 6
a : 985.0000, 2 -> 4
b : -660.0000, 2 -> 7
c : 937.0000, 2 -> 1
d : 288.0000, 2 -> 3
a : -27.0000, 3 -> 1
b : 304.0000, 3 -> 0
c : -200.0000, 3 -> 6
d : -716.0000, 3 -> 5
a : -761.0000, 4 -> 4
b : 941.0000, 4 -> 2
c : 339.0000, 4 -> 4
d : 738.0000, 4 -> 2
a : -146.0000, 5 -> 5
b : 982.0000, 5 -> 1
c : 525.0000, 5 -> 0
d : -331.0000, 5 -> 0
a : 693.0000, 6 -> 4
b : 223.0000, 6 -> 2
c : -276.0000, 6 -> 6
d : 36.0000, 6 -> 6
a : 119.0000, 7 -> 5
b : 296.0000, 7 -> 4
c : 221.0000, 7 -> 7
d : 264.0000, 7 -> 0
d : 393.0000, 0 -> 6
b : 992.0000, 0 -> 3
c : 796.0000, 1 -> 3
b : -864.0000, 1 -> 3
a : 415.0000, 2 -> 5
c : 387.0000, 2 -> 7
a : 263.0000, 3 -> 0
b : 631.0000, 3 -> 4
a : -600.0000, 4 -> 2
d : 16.0000, 4 -> 0
c : -925.0000, 5 -> 7
c : 551.0000, 5 -> 2
c : -773.0000, 6 -> 7
d : -845.0000, 6 -> 7
a : -757.0000, 7 -> 4
a : -265.0000, 7 -> 2
