a : -830.0000, 0 -> 5
b : -244.0000, 0 -> 6
a : -698.0000, 1 -> 7
b : 832.0000, 1 -> 3
a : -797.0000, 2 -> 2
b : -44.0000, 2 -> 4
a : 95.0000, 3 -> 4
b : -461.0000, 3 -> 0
a : 923.0000, 4 -> 4
b : -232.0000, 4 -> 0
a : -972.0000, 5 -> 0
b : -917.0000, 5 -> 6
a : 395.0000, 6 -> 1
b : 798.0000, 6 -> 2
a : 111.0000, 7 -> 4
b : 207.0000, 7 -> 0
a : 345.0000, 0 -> 0
b : 718.0000, 1 -> 0
b : -449.0000, 2 -> 2
b : 311.0000, 3 -> 3
a : 229.0000, 4 -> 5
a : 993.0000, 5 -> 6
a : -655.0000, 6 -> 6
b : -586.0000, 7 -> 2
