a : -322.0000, 0 -> 0
b : 328.0000, 0 -> 0
c : -740.0000, 0 -> 0
d : -984.0000, 0 -> 1
a : 347.0000, 1 -> 1
b : 153.0000, 1 -> 3
c : 175.0000, 1 -> 0
d : -660.0000, 1 -> 2
a : 821.0000, 2 -> 0
b : 239.0000, 2 -> 1
c : 470.0000, 2 -> 2
d : -526.0000, 2 -> 3
a : -533.0000, 3 -> 0
b : -897.0000, 3 -> 3
c : -720.0000, 3 -> 0
d : 828.0000, 3 -> 2
c : -832.0000, 0 -> 2
a : 688.0000, 0 -> 3
d : 738.0000, 1 -> 1
b : 405.0000, 1 -> 1
d : -904.0000, 2 -> 2
a : -750.0000, 2 -> 2
c : -779.0000, 3 -> 3
b : 453.0000, 3 -> 2
