a : -23.0000, 0 -> 7
b : 32.0000, 0 -> 2
a : 240.0000, 1 -> 5
b : 972.0000, 1 -> 6
a : 973.0000, 2 -> 4
b : -364.0000, 2 -> 0
a : 423.0000, 3 -> 7
b : -764.0000, 3 -> 4
a : -906.0000, 4 -> 2
b : -801.0000, 4 -> 3
a : -136.0000, 5 -> 0
b : -384.0000, 5 -> 1
a : 848.0000, 6 -> 0
b : 218.0000, 6 -> 5
a : -210.0000, 7 -> 5
b : 808.0000, 7 -> 0
a : -374.0000, 0 -> 0
a : -375.0000, 1 -> 0
b : 66.0000, 2 -> 7
a : 27.0000, 3 -> 6
a : -955.0000, 4 -> 0
b : 727.0000, 5 -> 6
b : 439.0000, 6 -> 4
a : -340.0000, 7 -> 7
