a : 757.0000, 0 -> 1
b : 230.0000, 0 -> 7
c : 85.0000, 0 -> 7
d : -780.0000, 0 -> 6
a : 249.0000, 1 -> 4
b : -132.0000, 1 -> 7
c : 999.0000, 1 -> 2
d : 646.0000, 1 -> 1
a : -53.0000, 2 -> 0
b : 358.0000, 2 -> 4
c : -362.0000, 2 -> 7
d : 765.0000, 2 -> 0
a : -564.0000, 3 -> 7
b : -984.0000, 3 -> 3
c : 762.0000, 3 -> 7
d : 540.0000, 3 -> 1
a : -672.0000, 4 -> 6
b : -835.0000, 4 -> 1
c : 731.0000, 4 -> 4
d : -898.0000, 4 -> 0
a : -257.0000, 5 -> 5
b : 630.0000, 5 -> 6
c : 147.0000, 5 -> 7
d : -744.0000, 5 -> 3
a : -77.0000, 6 -> 5
b : 508.0000, 6 -> 6
c : 971.0000, 6 -> 1
d : 319.0000, 6 -> 5
a : -19.0000, 7 -> 4
b : -229.0000, 7 -> 4
c : 568.0000, 7 -> 0
d : 154.0000, 7 -> 1
d : 564.0000, 0 -> 7
c : 581.0000, 0 -> 0
d : 637.0000, 1 -> 3
b : -697.0000, 1 -> 1
c : -466.0000, 2 -> 6
a : 101.0000, 2 -> 5
c : -573.0000, 3 -> 3
c : 840.0000, 3 -> 2
a : -580.0000, 4 -> 1
a : -143.0000, 4 -> 5
d : 876.0000, 5 -> 5
a : 397.0000, 5 -> 4
c : -646.0000, 6 -> 5
a : -256.0000, 6 -> 2
a : 66.0000, 7 -> 3
d : -157.0000, 7 -> 7
