a : -539.0000, 0 -> 3
b : -588.0000, 0 -> 2
a : 8.0000, 1 -> 3
b : 792.0000, 1 -> 4
a : -860.0000, 2 -> 0
b : -703.0000, 2 -> 0
a : -148.0000, 3 -> 1
b : 915.0000, 3 -> 5
a : 696.0000, 4 -> 7
b : 369.0000, 4 -> 2
a : 256.0000, 5 -> 2
b : -19.0000, 5 -> 2
a : -189.0000, 6 -> 5
b : -538.0000, 6 -> 3
a : -770.0000, 7 -> 6
b : -788.0000, 7 -> 2
b : -846.0000, 0 -> 1
b : -510.0000, 1 -> 0
b : 229.0000, 2 -> 2
b : -867.0000, 3 -> 6
b : 539.0000, 4 -> 6
a : -683.0000, 5 -> 5
b : 855.0000, 6 -> 1
b : 840.0000, 7 -> 6
