a : 157.0000, 0 -> 3
b : -814.0000, 0 -> 5
c : 858.0000, 0 -> 7
d : 613.0000, 0 -> 4
a : 172.0000, 1 -> 1
b : 722.0000, 1 -> 1
c : 125.0000, 1 -> 4
d : 968.0000, 1 -> 7
a : 828.0000, 2 -> 6
b : -372.0000, 2 -> 1
c : -128.0000, 2 -> 3
d : -752.0000, 2 -> 7
a : 891.0000, 3 -> 4
b : 453.0000, 3 -> 4
c : -403.0000, 3 -> 6
d : -156.0000, 3 -> 0
a : 366.0000, 4 -> 0
b : -848.0000, 4 -> 3
c : 403.0000, 4 -> 1
d : 776.0000, 4 -> 6
a : -580.0000, 5 -> 4
b : 629.0000, 5 -> 1
c : -664.0000, 5 -> 7
d : 658.0000, 5 -> 7
a : 540.0000, 6 -> 7
b : -607.0000, 6 -> 0
c : -24.0000, 6 -> 7
d : -514.0000, 6 -> 7
a : 851.0000, 7 -> 5
b : 65.0000, 7 -> 6
c : -733.0000, 7 -> 1
d : 75.0000, 7 -> 0
b : -466.0000, 0 -> 3
a : -192.0000, 0 -> 4
d : -449.0000, 1 -> 2
b : 591.0000, 1 -> 4
b : 329.0000, 2 -> 4
d : -467.0000, 2 -> 6
a : 708.0000, 3 -> 0
a : -501.0000, 3 -> 5
b : -136.0000, 4 -> 2
d : -857.0000, 4 -> 0
d : -965.0000, 5 -> 2
c : -715.0000, 5 -> 2
d : -756.0000, 6 -> 5
c : -615.0000, 6 -> 2
c : -348.0000, 7 -> 2
a : -739.0000, 7 -> 6
