a : -690.0000, 0 -> 1
b : 909.0000, 0 -> 0
a : -898.0000, 1 -> 1
b : -659.0000, 1 -> 5
a : -127.0000, 2 -> 3
b : 667.0000, 2 -> 3
a : 176.0000, 3 -> 3
b : -377.0000, 3 -> 0
a : 251.0000, 4 -> 3
b : -449.0000, 4 -> 5
a : 599.0000, 5 -> 5
b : 335.0000, 5 -> 6
a : 490.0000, 6 -> 5
b : 497.0000, 6 -> 1
a : -585.0000, 7 -> 1
b : -458.0000, 7 -> 7
a : -969.0000, 0 -> 7
b : 140.0000, 1 -> 6
a : 893.0000, 2 -> 5
b : -835.0000, 3 -> 6
b : 419.0000, 4 -> 3
b : -200.0000, 5 -> 4
a : -444.0000, 6 -> 0
b : 989.0000, 7 -> 6
a : -660.0000, 3 -> 2
