a : -197.0000, 0 -> 6
b : 528.0000, 0 -> 7
c : -369.0000, 0 -> 6
d : 346.0000, 0 -> 0
a : 870.0000, 1 -> 3
b : 711.0000, 1 -> 0
c : 309.0000, 1 -> 3
d : 769.0000, 1 -> 0
a : -123.0000, 2 -> 1
b : 317.0000, 2 -> 3
c : -661.0000, 2 -> 3
d : 803.0000, 2 -> 7
a : -456.0000, 3 -> 3
b : 871.0000, 3 -> 5
c : -783.0000, 3 -> 6
d : -548.0000, 3 -> 7
a : 455.0000, 4 -> 4
b : -472.0000, 4 -> 0
c : 609.0000, 4 -> 1
d : -503.0000, 4 -> 2
a : 476.0000, 5 -> 0
b : 771.0000, 5 -> 6
c : 281.0000, 5 -> 4
d : -485.0000, 5 -> 3
a : -65.0000, 6 -> 1
b : -356.0000, 6 -> 3
c : -991.0000, 6 -> 7
d : 504.0000, 6 -> 0
a : -967.0000, 7 -> 7
b : 965.0000, 7 -> 5
c : 666.0000, 7 -> 4
d : -216.0000, 7 -> 6
a : 14.0000, 0 -> 4
b : 902.0000, 0 -> 6
b : 610.0000, 1 -> 2
a : -481.0000, 1 -> 4
a : -644.0000, 2 -> 6
a : -521.0000, 2 -> 7
c : 275.0000, 3 -> 1
c : 289.0000, 3 -> 4
d : 984.0000, 4 -> 5
a : -521.0000, 4 -> 3
d : 718.0000, 5 -> 7
b : -924.0000, 5 -> 4
c : -647.0000, 6 -> 3
a : -614.0000, 6 -> 6
b : 483.0000, 7 -> 7
c : -731.0000, 7 -> 1
