a : 192.0000, 0 -> 6
b : 57.0000, 0 -> 3
c : -452.0000, 0 -> 4
d : 605.0000, 0 -> 1
a : 351.0000, 1 -> 3
b : -479.0000, 1 -> 4
c : -432.0000, 1 -> 6
d : 566.0000, 1 -> 6
a : -970.0000, 2 -> 2
b : -344.0000, 2 -> 4
c : 10.0000, 2 -> 6
d : 755.0000, 2 -> 5
a : -976.0000, 3 -> 6
b : -597.0000, 3 -> 2
c : -271.0000, 3 -> 0
d : 513.0000, 3 -> 6
a : 938.0000, 4 -> 7
b : 957.0000, 4 -> 6
c : -691.0000, 4 -> 3
d : 896.0000, 4 -> 1
a : 384.0000, 5 -> 4
b : 140.0000, 5 -> 6
c : -846.0000, 5 -> 0
d : -836.0000, 5 -> 5
a : -739.0000, 6 -> 5
b : 651.0000, 6 -> 5
c : 807.0000, 6 -> 3
d : -242.0000, 6 -> 2
a : -55.0000, 7 -> 4
b : -489.0000, 7 -> 0
c : -723.0000, 7 -> 5
d : -589.0000, 7 -> 0
b : 634.0000, 0 -> 1
a : 83.0000, 0 -> 0
c : 731.0000, 1 -> 0
d : -428.0000, 1 -> 1
d : 231.0000, 2 -> 7
c : 624.0000, 2 -> 4
d : -256.0000, 3 -> 2
c : 948.0000, 3 -> 4
d : -679.0000, 4 -> 0
a : -971.0000, 4 -> 0
b : -992.0000, 5 -> 0
a : -943.0000, 5 -> 2
a : -895.0000, 6 -> 4
c : -870.0000, 6 -> 7
d : 313.0000, 7 -> 6
c : 756.0000, 7 -> 6
