a : 148.0000, 0 -> 1
b : -623.0000, 0 -> 6
a : -23.0000, 1 -> 3
b : 334.0000, 1 -> 1
a : -945.0000, 2 -> 2
b : 377.0000, 2 -> 0
a : -827.0000, 3 -> 1
b : -998.0000, 3 -> 7
a : 638.0000, 4 -> 0
b : 436.0000, 4 -> 1
a : -797.0000, 5 -> 7
b : 815.0000, 5 -> 5
a : -45.0000, 6 -> 7
b : -537.0000, 6 -> 5
a : 234.0000, 7 -> 7
b : -137.0000, 7 -> 6
b : 671.0000, 0 -> 0
a : 964.0000, 1 -> 5
b : -676.0000, 2 -> 6
b : -466.0000, 3 -> 0
a : -677.0000, 4 -> 2
b : 608.0000, 5 -> 4
a : -357.0000, 6 -> 2
b : 864.0000, 7 -> 4
