a : 884.0000, 0 -> 0
b : 492.0000, 0 -> 2
c : 446.0000, 0 -> 1
d : -30.0000, 0 -> 1
a : 537.0000, 1 -> 6
b : 317.0000, 1 -> 1
c : -301.0000, 1 -> 1
d : -559.0000, 1 -> 4
a : -353.0000, 2 -> 0
b : 151.0000, 2 -> 7
c : 914.0000, 2 -> 4
d : 112.0000, 2 -> 4
a : 321.0000, 3 -> 4
b : 175.0000, 3 -> 0
c : -437.0000, 3 -> 3
d : -746.0000, 3 -> 5
a : 999.0000, 4 -> 3
b : -828.0000, 4 -> 6
c : -382.0000, 4 -> 2
d : -657.0000, 4 -> 2
a : 975.0000, 5 -> 1
b : 488.0000, 5 -> 5
c : -449.0000, 5 -> 5
d : -337.0000, 5 -> 1
a : 75.0000, 6 -> 7
b : 334.0000, 6 -> 2
c : 425.0000, 6 -> 3
d : 286.0000, 6 -> 1
a : -855.0000, 7 -> 2
b : 344.0000, 7 -> 2
c : -467.0000, 7 -> 5
d : -111.0000, 7 -> 2
c : 399.0000, 0 -> 0
a : -48.0000, 0 -> 7
a : 162.0000, 1 -> 5
c : 467.0000, 1 -> 4
b : 69.0000, 2 -> 6
b : -110.0000, 2 -> 3
b : 26.0000, 3 -> 5
c : -597.0000, 3 -> 6
d : -402.0000, 4 -> 5
d : -144.0000, 4 -> 6
d : 994.0000, 5 -> 5
c : -924.0000, 5 -> 7
a : -914.0000, 6 -> 3
d : -82.0000, 6 -> 3
d : 241.0000, 7 -> 7
a : 809.0000, 7 -> 5
