a : 46.0000, 0 -> 3
b : -615.0000, 0 -> 0
c : -514.0000, 0 -> 2
d : 797.0000, 0 -> 0
a : 97.0000, 1 -> 1
b : -237.0000, 1 -> 2
c : -975.0000, 1 -> 0
d : -273.0000, 1 -> 1
a : -592.0000, 2 -> 1
b : 934.0000, 2 -> 0
c : -657.0000, 2 -> 0
d : 672.0000, 2 -> 1
a : 317.0000, 3 -> 0
b : -584.0000, 3 -> 0
c : 66.0000, 3 -> 3
d : 899.0000, 3 -> 1
c : -412.0000, 0 -> 0
a : -197.0000, 0 -> 1
d : 913.0000, 1 -> 3
a : -655.0000, 1 -> 3
b : 799.0000, 2 -> 3
c : -262.0000, 2 -> 3
c : 782.0000, 3 -> 0
b : -502.0000, 3 -> 2
