a : 236.0000, 0 -> 2
b : 560.0000, 0 -> 1
c : -435.0000, 0 -> 3
d : 293.0000, 0 -> 3
a : -638.0000, 1 -> 3
b : 86.0000, 1 -> 2
c : 18.0000, 1 -> 2
d : -679.0000, 1 -> 2
a : -230.0000, 2 -> 2
b : -843.0000, 2 -> 2
c : -195.0000, 2 -> 0
d : -259.0000, 2 -> 1
a : 884.0000, 3 -> 1
b : 458.0000, 3 -> 2
c : -14.0000, 3 -> 1
d : 102.0000, 3 -> 2
b : 787.0000, 0 -> 0
c : -798.0000, 0 -> 1
d : 281.0000, 1 -> 0
d : 774.0000, 1 -> 1
b : 176.0000, 2 -> 1
c : 216.0000, 2 -> 1
b : -769.0000, 3 -> 3
b : 111.0000, 3 -> 0
