a : 274.0000, 0 -> 1
b : -948.0000, 0 -> 2
c : -661.0000, 0 -> 1
d : -60.0000, 0 -> 1
a : -540.0000, 1 -> 2
b : -218.0000, 1 -> 3
c : 78.0000, 1 -> 1
d : 671.0000, 1 -> 3
a : 783.0000, 2 -> 3
b : 417.0000, 2 -> 3
c : -352.0000, 2 -> 3
d : -640.0000, 2 -> 3
a : 772.0000, 3 -> 1
b : -687.0000, 3 -> 2
c : -921.0000, 3 -> 2
d : 759.0000, 3 -> 0
d : 633.0000, 0 -> 3
d : -697.0000, 0 -> 2
c : -42.0000, 1 -> 3
d : 156.0000, 1 -> 2
b : 341.0000, 2 -> 2
c : 635.0000, 2 -> 2
b : -928.0000, 3 -> 1
c : 867.0000, 3 -> 1
