a : -958.0000, 0 -> 6
b : 420.0000, 0 -> 7
a : -416.0000, 1 -> 1
b : -651.0000, 1 -> 3
a : -615.0000, 2 -> 2
b : -280.0000, 2 -> 3
a : 708.0000, 3 -> 4
b : -667.0000, 3 -> 5
a : -375.0000, 4 -> 6
b : -370.0000, 4 -> 5
a : -752.0000, 5 -> 7
b : 980.0000, 5 -> 5
a : -358.0000, 6 -> 7
b : -476.0000, 6 -> 7
a : 227.0000, 7 -> 3
b : 351.0000, 7 -> 7
b : -42.0000, 0 -> 6
a : 754.0000, 1 -> 6
a : -310.0000, 2 -> 6
a : 376.0000, 3 -> 0
a : 590.0000, 4 -> 4
b : 322.0000, 5 -> 4
b : -276.0000, 6 -> 6
a : -898.0000, 7 -> 0
b : 469.0000, 4 -> 1
a : -536.0000, 7 -> 2
