a : 708.0000, 0 -> 3
b : -202.0000, 0 -> 2
c : -996.0000, 0 -> 2
d : 418.0000, 0 -> 2
a : -630.0000, 1 -> 0
b : -424.0000, 1 -> 1
c : -388.0000, 1 -> 3
d : -932.0000, 1 -> 2
a : -602.0000, 2 -> 0
b : 804.0000, 2 -> 0
c : 164.0000, 2 -> 1
d : 106.0000, 2 -> 2
a : 3.0000, 3 -> 2
b : -283.0000, 3 -> 1
c : -396.0000, 3 -> 2
d : 576.0000, 3 -> 1
a : -333.0000, 0 -> 2
c : 629.0000, 0 -> 0
c : -239.0000, 1 -> 1
c : 726.0000, 1 -> 0
a : -650.0000, 2 -> 1
a : 165.0000, 2 -> 2
c : 31.0000, 3 -> 1
b : 358.0000, 3 -> 2
