a : -920.0000, 0 -> 2
b : -263.0000, 0 -> 1
c : 767.0000, 0 -> 3
d : -332.0000, 0 -> 0
a : -354.0000, 1 -> 2
b : 964.0000, 1 -> 2
c : 349.0000, 1 -> 2
d : 754.0000, 1 -> 3
a : -704.0000, 2 -> 3
b : 531.0000, 2 -> 2
c : -129.0000, 2 -> 2
d : -372.0000, 2 -> 2
a : 953.0000, 3 -> 3
b : -377.0000, 3 -> 3
c : 348.0000, 3 -> 3
d : 310.0000, 3 -> 2
a : 457.0000, 0 -> 0
d : 556.0000, 0 -> 2
a : 412.0000, 1 -> 1
c : 526.0000, 1 -> 0
c : -615.0000, 2 -> 0
d : 557.0000, 2 -> 3
b : 54.0000, 3 -> 1
b : 576.0000, 3 -> 2
