a : 28.0000, 0 -> 1
b : -512.0000, 0 -> 3
c : -578.0000, 0 -> 2
d : 613.0000, 0 -> 2
a : -624.0000, 1 -> 1
b : 299.0000, 1 -> 2
c : -810.0000, 1 -> 0
d : -452.0000, 1 -> 0
a : -332.0000, 2 -> 3
b : 858.0000, 2 -> 3
c : -817.0000, 2 -> 2
d : -727.0000, 2 -> 2
a : -724.0000, 3 -> 3
b : 400.0000, 3 -> 0
c : 390.0000, 3 -> 2
d : -120.0000, 3 -> 3
a : 292.0000, 0 -> 3
c : 68.0000, 0 -> 1
b : 774.0000, 1 -> 0
a : -19.0000, 1 -> 0
d : 36.0000, 2 -> 0
c : 763.0000, 2 -> 3
a : -428.0000, 3 -> 1
a : 894.0000, 3 -> 2
