a : 546.0000, 0 -> 5
b : 55.0000, 0 -> 0
a : 353.0000, 1 -> 6
b : 382.0000, 1 -> 2
a : 991.0000, 2 -> 4
b : -465.0000, 2 -> 0
a : 697.0000, 3 -> 2
b : -463.0000, 3 -> 0
a : 202.0000, 4 -> 7
b : -477.0000, 4 -> 4
a : -789.0000, 5 -> 4
b : -760.0000, 5 -> 7
a : 288.0000, 6 -> 0
b : -450.0000, 6 -> 2
a : 626.0000, 7 -> 1
b : -899.0000, 7 -> 6
a : 660.0000, 0 -> 3
b : 777.0000, 1 -> 3
a : -339.0000, 2 -> 5
b : -865.0000, 3 -> 1
a : 223.0000, 4 -> 5
b : -569.0000, 5 -> 3
b : 574.0000, 6 -> 3
b : 151.0000, 7 -> 7
