a : 140.0000, 0 -> 1
b : -361.0000, 0 -> 1
c : -696.0000, 0 -> 1
d : 967.0000, 0 -> 2
a : -46.0000, 1 -> 7
b : 877.0000, 1 -> 6
c : -194.0000, 1 -> 5
d : 270.0000, 1 -> 1
a : 28.0000, 2 -> 5
b : 819.0000, 2 -> 2
c : 901.0000, 2 -> 2
d : -727.0000, 2 -> 5
a : 571.0000, 3 -> 7
b : 576.0000, 3 -> 1
c : -703.0000, 3 -> 4
d : 852.0000, 3 -> 1
a : -108.0000, 4 -> 1
b : -56.0000, 4 -> 5
c : 595.0000, 4 -> 1
d : 469.0000, 4 -> 5
a : -184.0000, 5 -> 4
b : -507.0000, 5 -> 7
c : -687.0000, 5 -> 5
d : -272.0000, 5 -> 4
a : -600.0000, 6 -> 0
b : 753.0000, 6 -> 7
c : 394.0000, 6 -> 5
d : -151.0000, 6 -> 7
a : 652.0000, 7 -> 2
b : 375.0000, 7 -> 5
c : 124.0000, 7 -> 1
d : 970.0000, 7 -> 6
b : 53.0000, 0 -> 5
b : -319.0000, 0 -> 3
d : -601.0000, 1 -> 3
b : 329.0000, 1 -> 7
c : 598.0000, 2 -> 3
b : 110.0000, 2 -> 1
c : -192.0000, 3 -> 1
a : -205.0000, 3 -> 6
b : -443.0000, 4 -> 7
c : 626.0000, 4 -> 7
c : -727.0000, 5 -> 0
a : 294.0000, 5 -> 0
d : -130.0000, 6 -> 5
a : 21.0000, 6 -> 1
b : -533.0000, 7 -> 6
c : 156.0000, 7 -> 7
