a : 151.0000, 0 -> 2
b : 614.0000, 0 -> 1
c : 825.0000, 0 -> 0
d : -269.0000, 0 -> 3
a : -866.0000, 1 -> 0
b : -280.0000, 1 -> 3
c : 722.0000, 1 -> 3
d : -490.0000, 1 -> 0
a : -323.0000, 2 -> 1
b : 318.0000, 2 -> 3
c : 73.0000, 2 -> 2
d : -117.0000, 2 -> 3
a : -881.0000, 3 -> 2
b : 650.0000, 3 -> 2
c : -257.0000, 3 -> 1
d : 432.0000, 3 -> 3
b : -573.0000, 0 -> 2
c : -131.0000, 0 -> 1
b : -385.0000, 1 -> 1
c : 165.0000, 1 -> 0
b : -77.0000, 2 -> 2
a : 30.0000, 2 -> 2
a : -739.0000, 3 -> 1
c : -235.0000, 3 -> 3
