a : 868.0000, 0 -> 0
b : 590.0000, 0 -> 0
a : -571.0000, 1 -> 4
b : -527.0000, 1 -> 2
a : -255.0000, 2 -> 2
b : 957.0000, 2 -> 5
a : -250.0000, 3 -> 3
b : 749.0000, 3 -> 0
a : 744.0000, 4 -> 3
b : -990.0000, 4 -> 0
a : 844.0000, 5 -> 4
b : 725.0000, 5 -> 4
a : -895.0000, 6 -> 1
b : 611.0000, 6 -> 1
a : -721.0000, 7 -> 4
b : -635.0000, 7 -> 4
b : -997.0000, 0 -> 5
a : 175.0000, 1 -> 2
a : -223.0000, 2 -> 1
a : 790.0000, 3 -> 7
a : -724.0000, 4 -> 4
a : 6.0000, 5 -> 2
a : -930.0000, 6 -> 4
b : 29.0000, 7 -> 1
b : -127.0000, 7 -> 6
