a : 984.0000, 0 -> 3
b : 114.0000, 0 -> 5
c : 368.0000, 0 -> 4
d : -629.0000, 0 -> 0
a : 619.0000, 1 -> 6
b : -979.0000, 1 -> 4
c : 303.0000, 1 -> 7
d : 790.0000, 1 -> 0
a : 975.0000, 2 -> 7
b : -225.0000, 2 -> 5
c : -591.0000, 2 -> 6
d : -518.0000, 2 -> 7
a : 634.0000, 3 -> 2
b : -816.0000, 3 -> 7
c : -139.0000, 3 -> 1
d : -604.0000, 3 -> 5
a : -888.0000, 4 -> 0
b : -539.0000, 4 -> 1
c : 789.0000, 4 -> 6
d : -852.0000, 4 -> 5
a : 333.0000, 5 -> 6
b : -353.0000, 5 -> 6
c : 780.0000, 5 -> 4
d : -297.0000, 5 -> 3
a : 386.0000, 6 -> 6
b : -13.0000, 6 -> 7
c : -913.0000, 6 -> 5
d : -897.0000, 6 -> 1
a : -132.0000, 7 -> 2
b : 841.0000, 7 -> 7
c : 29.0000, 7 -> 0
d : 715.0000, 7 -> 6
b : -840.0000, 0 -> 4
a : -192.0000, 0 -> 7
a : -157.0000, 1 -> 4
b : 668.0000, 1 -> 5
b : -41.0000, 2 -> 2
c : -227.0000, 2 -> 7
c : -31.0000, 3 -> 0
a : -306.0000, 3 -> 1
d : -3.0000, 4 -> 7
d : -844.0000, 4 -> 3
a : 942.0000, 5 -> 1
d : -857.0000, 5 -> 0
a : 207.0000, 6 -> 0
a : -534.0000, 6 -> 1
a : 71.0000, 7 -> 6
d : -433.0000, 7 -> 3
