a : 138.0000, 0 -> 4
b : -110.0000, 0 -> 3
c : 477.0000, 0 -> 0
d : -155.0000, 0 -> 3
a : -869.0000, 1 -> 6
b : -388.0000, 1 -> 4
c : 285.0000, 1 -> 7
d : -252.0000, 1 -> 0
a : -323.0000, 2 -> 5
b : -267.0000, 2 -> 7
c : -56.0000, 2 -> 3
d : 779.0000, 2 -> 1
a : 899.0000, 3 -> 3
b : 157.0000, 3 -> 7
c : -769.0000, 3 -> 3
d : 923.0000, 3 -> 1
a : -540.0000, 4 -> 3
b : -423.0000, 4 -> 0
c : -147.0000, 4 -> 7
d : 369.0000, 4 -> 3
a : -343.0000, 5 -> 2
b : -199.0000, 5 -> 6
c : 107.0000, 5 -> 7
d : -425.0000, 5 -> 4
a : 934.0000, 6 -> 1
b : 686.0000, 6 -> 4
c : 221.0000, 6 -> 6
d : 477.0000, 6 -> 2
a : 478.0000, 7 -> 7
b : -905.0000, 7 -> 7
c : 798.0000, 7 -> 0
d : -120.0000, 7 -> 3
c : 220.0000, 0 -> 4
d : 24.0000, 0 -> 6
a : 129.0000, 1 -> 2
d : -289.0000, 1 -> 6
b : 689.0000, 2 -> 0
c : 55.0000, 2 -> 7
b : -47.0000, 3 -> 4
b : -405.0000, 3 -> 2
d : 759.0000, 4 -> 1
a : -24.0000, 4 -> 7
b : -577.0000, 5 -> 4
c : 647.0000, 5 -> 5
d : 794.0000, 6 -> 5
d : 692.0000, 6 -> 0
c : -901.0000, 7 -> 7
b : -104.0000, 7 -> 2
