a : -95.0000, 0 -> 7
b : 348.0000, 0 -> 6
c : -379.0000, 0 -> 2
d : 187.0000, 0 -> 4
a : -258.0000, 1 -> 2
b : -590.0000, 1 -> 3
c : 686.0000, 1 -> 1
d : 875.0000, 1 -> 6
a : 89.0000, 2 -> 4
b : 67.0000, 2 -> 1
c : -528.0000, 2 -> 3
d : 802.0000, 2 -> 4
a : 447.0000, 3 -> 5
b : 275.0000, 3 -> 0
c : 207.0000, 3 -> 2
d : -943.0000, 3 -> 0
a : 482.0000, 4 -> 1
b : 443.0000, 4 -> 0
c : 548.0000, 4 -> 4
d : -110.0000, 4 -> 0
a : -781.0000, 5 -> 4
b : -665.0000, 5 -> 3
c : 16.0000, 5 -> 1
d : -205.0000, 5 -> 2
a : -568.0000, 6 -> 3
b : 214.0000, 6 -> 4
c : 176.0000, 6 -> 6
d : 616.0000, 6 -> 1
a : 44.0000, 7 -> 0
b : 800.0000, 7 -> 7
c : -597.0000, 7 -> 7
d : 84.0000, 7 -> 1
a : 425.0000, 0 -> 4
c : -933.0000, 0 -> 5
a : -825.0000, 1 -> 4
a : 71.0000, 1 -> 5
b : -725.0000, 2 -> 5
a : -981.0000, 2 -> 0
b : -398.0000, 3 -> 3
b : -268.0000, 3 -> 5
d : -871.0000, 4 -> 5
b : -360.0000, 4 -> 1
c : -820.0000, 5 -> 5
a : 257.0000, 5 -> 2
d : 607.0000, 6 -> 3
c : -257.0000, 6 -> 0
c : -957.0000, 7 -> 3
b : 429.0000, 7 -> 3
