a : 552.0000, 0 -> 2
b : 318.0000, 0 -> 2
c : -833.0000, 0 -> 4
d : 930.0000, 0 -> 1
a : -809.0000, 1 -> 7
b : 956.0000, 1 -> 5
c : -392.0000, 1 -> 0
d : 2.0000, 1 -> 4
a : -922.0000, 2 -> 1
b : 316.0000, 2 -> 4
c : 365.0000, 2 -> 2
d : 128.0000, 2 -> 7
a : 757.0000, 3 -> 7
b : 61.0000, 3 -> 6
c : -162.0000, 3 -> 5
d : 86.0000, 3 -> 7
a : -899.0000, 4 -> 0
b : 755.0000, 4 -> 7
c : 288.0000, 4 -> 6
d : -266.0000, 4 -> 7
a : 477.0000, 5 -> 6
b : -136.0000, 5 -> 3
c : -505.0000, 5 -> 3
d : 154.0000, 5 -> 5
a : -250.0000, 6 -> 5
b : -357.0000, 6 -> 4
c : 399.0000, 6 -> 7
d : 494.0000, 6 -> 2
a : -439.0000, 7 -> 3
b : -677.0000, 7 -> 3
c : -3.0000, 7 -> 5
d : -850.0000, 7 -> 6
c : -895.0000, 0 -> 1
a : 295.0000, 0 -> 7
c : -43.0000, 1 -> 5
c : -397.0000, 1 -> 6
c : 596.0000, 2 -> 6
d : -943.0000, 2 -> 2
b : -208.0000, 3 -> 1
d : -685.0000, 3 -> 2
a : -795.0000, 4 -> 7
a : 58.0000, 4 -> 6
d : 90.0000, 5 -> 1
c : -599.0000, 5 -> 2
b : -275.0000, 6 -> 5
c : 794.0000, 6 -> 1
d : 552.0000, 7 -> 1
b : 466.0000, 7 -> 7
