a : -401.0000, 0 -> 2
b : -294.0000, 0 -> 3
c : -289.0000, 0 -> 2
d : -682.0000, 0 -> 1
a : -468.0000, 1 -> 3
b : 948.0000, 1 -> 0
c : -519.0000, 1 -> 0
d : -557.0000, 1 -> 2
a : 26.0000, 2 -> 3
b : 89.0000, 2 -> 2
c : 977.0000, 2 -> 1
d : -617.0000, 2 -> 3
a : 180.0000, 3 -> 2
b : -960.0000, 3 -> 1
c : -111.0000, 3 -> 1
d : -120.0000, 3 -> 0
d : 854.0000, 0 -> 0
b : -74.0000, 0 -> 2
c : -230.0000, 1 -> 1
b : -850.0000, 1 -> 2
c : 39.0000, 2 -> 0
d : 48.0000, 2 -> 1
d : -45.0000, 3 -> 2
d : -563.0000, 3 -> 3
