a : 297.0000, 0 -> 3
b : -677.0000, 0 -> 1
c : 449.0000, 0 -> 3
d : -108.0000, 0 -> 0
a : -965.0000, 1 -> 1
b : -501.0000, 1 -> 2
c : 47.0000, 1 -> 0
d : 126.0000, 1 -> 2
a : 886.0000, 2 -> 0
b : -834.0000, 2 -> 0
c : 151.0000, 2 -> 2
d : -452.0000, 2 -> 3
a : -739.0000, 3 -> 1
b : -707.0000, 3 -> 2
c : 134.0000, 3 -> 3
d : 625.0000, 3 -> 0
b : 373.0000, 0 -> 2
a : -910.0000, 0 -> 0
a : -207.0000, 1 -> 3
c : 430.0000, 1 -> 2
b : -650.0000, 2 -> 2
a : 308.0000, 2 -> 1
b : -232.0000, 3 -> 0
d : 939.0000, 3 -> 2
