a : 322.0000, 0 -> 1
b : 658.0000, 0 -> 5
a : -554.0000, 1 -> 2
b : -518.0000, 1 -> 7
a : 820.0000, 2 -> 6
b : -598.0000, 2 -> 0
a : -978.0000, 3 -> 7
b : -706.0000, 3 -> 0
a : 167.0000, 4 -> 5
b : -248.0000, 4 -> 0
a : 262.0000, 5 -> 1
b : 736.0000, 5 -> 6
a : -288.0000, 6 -> 2
b : -351.0000, 6 -> 1
a : 906.0000, 7 -> 4
b : -835.0000, 7 -> 6
a : -462.0000, 0 -> 3
b : -996.0000, 1 -> 1
b : 74.0000, 2 -> 5
b : -661.0000, 3 -> 5
a : 813.0000, 4 -> 3
a : 612.0000, 5 -> 2
a : -481.0000, 6 -> 1
a : 872.0000, 7 -> 7
