a : 106.0000, 0 -> 3
b : -851.0000, 0 -> 2
c : -247.0000, 0 -> 3
d : 425.0000, 0 -> 3
a : 32.0000, 1 -> 3
b : -751.0000, 1 -> 0
c : 925.0000, 1 -> 3
d : 538.0000, 1 -> 2
a : -920.0000, 2 -> 2
b : -297.0000, 2 -> 3
c : 234.0000, 2 -> 3
d : -631.0000, 2 -> 0
a : -671.0000, 3 -> 1
b : -750.0000, 3 -> 2
c : -257.0000, 3 -> 3
d : -643.0000, 3 -> 0
b : -527.0000, 0 -> 0
d : 157.0000, 0 -> 2
d : 945.0000, 1 -> 0
c : 640.0000, 1 -> 1
b : 433.0000, 2 -> 2
a : 788.0000, 2 -> 0
b : 487.0000, 3 -> 0
d : -49.0000, 3 -> 3
