a : 592.0000, 0 -> 7
b : -522.0000, 0 -> 4
c : -861.0000, 0 -> 7
d : 340.0000, 0 -> 4
a : -165.0000, 1 -> 6
b : -248.0000, 1 -> 0
c : -31.0000, 1 -> 5
d : -73.0000, 1 -> 4
a : 445.0000, 2 -> 4
b : -806.0000, 2 -> 0
c : -3.0000, 2 -> 0
d : 594.0000, 2 -> 7
a : 525.0000, 3 -> 4
b : 369.0000, 3 -> 5
c : -928.0000, 3 -> 5
d : 75.0000, 3 -> 7
a : 966.0000, 4 -> 1
b : -905.0000, 4 -> 7
c : -235.0000, 4 -> 0
d : -873.0000, 4 -> 7
a : 689.0000, 5 -> 1
b : 399.0000, 5 -> 6
c : 12.0000, 5 -> 6
d : 894.0000, 5 -> 7
a : 235.0000, 6 -> 0
b : 245.0000, 6 -> 0
c : -240.0000, 6 -> 2
d : 714.0000, 6 -> 2
a : -652.0000, 7 -> 2
b : -20.0000, 7 -> 3
c : -902.0000, 7 -> 1
d : -123.0000, 7 -> 5
c : 980.0000, 0 -> 2
d : -64.0000, 0 -> 6
a : 310.0000, 1 -> 3
b : 130.0000, 1 -> 6
c : 556.0000, 2 -> 7
a : -636.0000, 2 -> 0
a : 480.0000, 3 -> 2
b : 238.0000, 3 -> 2
d : 148.0000, 4 -> 5
a : 803.0000, 4 -> 4
b : -956.0000, 5 -> 2
b : -181.0000, 5 -> 1
a : 848.0000, 6 -> 2
c : 265.0000, 6 -> 7
a : 994.0000, 7 -> 6
b : 911.0000, 7 -> 2
