a : -509.0000, 0 -> 7
b : 602.0000, 0 -> 2
c : 465.0000, 0 -> 3
d : 969.0000, 0 -> 2
a : 450.0000, 1 -> 4
b : -85.0000, 1 -> 7
c : 669.0000, 1 -> 3
d : -740.0000, 1 -> 0
a : 90.0000, 2 -> 1
b : 331.0000, 2 -> 1
c : 820.0000, 2 -> 3
d : -610.0000, 2 -> 1
a : 277.0000, 3 -> 7
b : -398.0000, 3 -> 1
c : 435.0000, 3 -> 0
d : 505.0000, 3 -> 5
a : 513.0000, 4 -> 3
b : -236.0000, 4 -> 0
c : 10.0000, 4 -> 1
d : 617.0000, 4 -> 1
a : -412.0000, 5 -> 0
b : -862.0000, 5 -> 2
c : -913.0000, 5 -> 3
d : 209.0000, 5 -> 7
a : -786.0000, 6 -> 0
b : -981.0000, 6 -> 1
c : -256.0000, 6 -> 2
d : 533.0000, 6 -> 3
a : -480.0000, 7 -> 3
b : 542.0000, 7 -> 3
c : -736.0000, 7 -> 5
d : -869.0000, 7 -> 4
c : -875.0000, 0 -> 6
d : 424.0000, 0 -> 3
b : -908.0000, 1 -> 2
a : 527.0000, 1 -> 2
a : 647.0000, 2 -> 4
c : 617.0000, 2 -> 1
b : -243.0000, 3 -> 3
c : -626.0000, 3 -> 7
a : -820.0000, 4 -> 7
c : 783.0000, 4 -> 0
d : 956.0000, 5 -> 1
c : 972.0000, 5 -> 6
a : -559.0000, 6 -> 5
d : -666.0000, 6 -> 6
b : 941.0000, 7 -> 1
c : -673.0000, 7 -> 1
