a : -622.0000, 0 -> 2
b : 646.0000, 0 -> 6
a : -348.0000, 1 -> 7
b : -132.0000, 1 -> 7
a : -315.0000, 2 -> 0
b : -553.0000, 2 -> 2
a : -736.0000, 3 -> 1
b : -75.0000, 3 -> 7
a : -710.0000, 4 -> 5
b : 233.0000, 4 -> 2
a : -598.0000, 5 -> 7
b : 679.0000, 5 -> 1
a : -594.0000, 6 -> 6
b : -587.0000, 6 -> 3
a : -889.0000, 7 -> 1
b : 841.0000, 7 -> 2
a : 604.0000, 0 -> 6
b : -951.0000, 1 -> 3
a : -385.0000, 2 -> 4
a : 114.0000, 3 -> 5
b : 454.0000, 4 -> 3
b : 39.0000, 5 -> 4
a : -925.0000, 6 -> 2
b : -845.0000, 7 -> 5
