a : -210.0000, 0 -> 6
b : 417.0000, 0 -> 2
a : 802.0000, 1 -> 7
b : 50.0000, 1 -> 0
a : 955.0000, 2 -> 1
b : -510.0000, 2 -> 5
a : 416.0000, 3 -> 6
b : -159.0000, 3 -> 2
a : -352.0000, 4 -> 4
b : -355.0000, 4 -> 5
a : 238.0000, 5 -> 1
b : 469.0000, 5 -> 7
a : 947.0000, 6 -> 0
b : -335.0000, 6 -> 4
a : 330.0000, 7 -> 2
b : -363.0000, 7 -> 2
b : 508.0000, 0 -> 7
b : 902.0000, 1 -> 2
b : 38.0000, 2 -> 1
a : -693.0000, 3 -> 4
a : 834.0000, 4 -> 3
a : -890.0000, 5 -> 6
a : 486.0000, 6 -> 1
a : -623.0000, 7 -> 5
