a : 891.0000, 0 -> 5
b : -592.0000, 0 -> 6
a : -639.0000, 1 -> 4
b : -668.0000, 1 -> 0
a : -574.0000, 2 -> 3
b : -529.0000, 2 -> 1
a : 988.0000, 3 -> 7
b : -310.0000, 3 -> 0
a : -947.0000, 4 -> 3
b : -121.0000, 4 -> 2
a : -723.0000, 5 -> 7
b : -914.0000, 5 -> 4
a : 237.0000, 6 -> 4
b : -357.0000, 6 -> 1
a : 744.0000, 7 -> 2
b : -51.0000, 7 -> 4
b : -957.0000, 0 -> 2
b : 442.0000, 1 -> 6
b : -152.0000, 2 -> 4
a : -831.0000, 3 -> 4
b : -281.0000, 4 -> 5
b : -477.0000, 5 -> 0
b : -156.0000, 6 -> 4
b : -187.0000, 7 -> 1
