a : 579.0000, 0 -> 3
b : 223.0000, 0 -> 5
a : -521.0000, 1 -> 1
b : 352.0000, 1 -> 7
a : -447.0000, 2 -> 1
b : 349.0000, 2 -> 0
a : 549.0000, 3 -> 3
b : -201.0000, 3 -> 0
a : 931.0000, 4 -> 1
b : -130.0000, 4 -> 6
a : 895.0000, 5 -> 3
b : 240.0000, 5 -> 6
a : -389.0000, 6 -> 1
b : 450.0000, 6 -> 4
a : 521.0000, 7 -> 4
b : 892.0000, 7 -> 5
b : 628.0000, 0 -> 7
b : 404.0000, 1 -> 0
b : -409.0000, 2 -> 5
b : 107.0000, 3 -> 3
b : 348.0000, 4 -> 1
a : -439.0000, 5 -> 4
b : 522.0000, 6 -> 6
a : 682.0000, 7 -> 0
b : -170.0000, 3 -> 2
