a : 128.0000, 0 -> 2
b : 351.0000, 0 -> 2
a : -971.0000, 1 -> 6
b : 543.0000, 1 -> 7
a : -876.0000, 2 -> 4
b : -4.0000, 2 -> 0
a : 242.0000, 3 -> 6
b : 427.0000, 3 -> 1
a : 327.0000, 4 -> 0
b : -456.0000, 4 -> 4
a : 890.0000, 5 -> 4
b : -588.0000, 5 -> 0
a : -528.0000, 6 -> 3
b : -549.0000, 6 -> 0
a : 616.0000, 7 -> 4
b : 541.0000, 7 -> 6
a : -669.0000, 0 -> 7
a : -191.0000, 1 -> 3
b : 490.0000, 2 -> 4
b : 683.0000, 3 -> 7
b : -704.0000, 4 -> 0
a : -269.0000, 5 -> 2
b : -490.0000, 6 -> 1
b : -615.0000, 7 -> 2
b : -232.0000, 0 -> 5
