a : -634.0000, 0 -> 0
b : 740.0000, 0 -> 1
c : -59.0000, 0 -> 2
d : 748.0000, 0 -> 3
a : -129.0000, 1 -> 0
b : -307.0000, 1 -> 3
c : 787.0000, 1 -> 1
d : 394.0000, 1 -> 1
a : 757.0000, 2 -> 3
b : 866.0000, 2 -> 0
c : 96.0000, 2 -> 2
d : 968.0000, 2 -> 0
a : 249.0000, 3 -> 2
b : -531.0000, 3 -> 1
c : -476.0000, 3 -> 1
d : 403.0000, 3 -> 0
b : 538.0000, 0 -> 2
a : 86.0000, 0 -> 1
a : 304.0000, 1 -> 2
b : 251.0000, 1 -> 0
a : 300.0000, 2 -> 1
d : -756.0000, 2 -> 3
b : 704.0000, 3 -> 0
d : -825.0000, 3 -> 3
